Phase,River,Date,Julian Day,ID,Discharge,Temp,pH,Cond,Alk,A254,A375,A412,A420,A440,H2O-2H,H2O-18O,DOC,DOC-13C,DOC-14C,DOC-fm,TDN,NO3,NH4,TDP,PO4,SiO2,Na,K,Mg,Ca,As,Ba,Cl,SO4,Li,Rb,Sr,U,F,UTHg,UMeHg,TSS,POC,POC-13C,POC-14C,POC-fm,PON,PON-15N,Sample depth 1,TSS (1),POC (1),POC-13C (1),PON (1),PON-15N (1),Sample depth 2,TSS (2),POC (2),POC-13C (2),PON (2),PON-15N (2)
Arctic-GRO III,Mackenzie,8/28/17,240,Kit 33,10400,16,,,99.7,0.105,0.015,0.009,0.007,0.006,-154,-18.6,4.4,,,,0.16,46,2,1.4,1,3,8.46,0.97,11.1,40.4,,57,8.4,16.5,5.47,0.68,259,0.86,,6.69,,84.9,1.3,-27.6,-727,0.275,157,2.5,13,94.3,2.02,-27.5,197,2.3,7,90.2,1.94,-27.4,180,3.2
Arctic-GRO III,Mackenzie,11/28/17,332,Kit 34,2630,-1,,,109.4,0.086,0.01,0.006,0.005,0.004,-152,-18.2,4.2,,,,0.21,81,12,1.3,1,3.1,13,1.18,11.3,44.2,,57,13.8,16.5,5.9,0.66,287,0.79,,3.27,,2.8,0.23,-27.8,-614.5,0.389,24,3,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,12/19/17,353,Kit 35,4000,-0.5,,,106.7,0.092,0.009,0.005,0.004,0.003,-150,-18,4.8,,,,0.33,93,42,3.3,1,3.2,15.3,1.33,11.3,42.8,,56,17,15.7,6.13,0.81,314,0.71,,,,1.6,0.19,-29.3,-609.6,0.394,14,3.6,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,2/19/18,50,Kit 36,3800,-1,,,101.3,0.063,0.001,0,0,0,-151,-18,3.7,,,,0.26,109,7,2.1,1,4,10.25,0.98,8.89,32.3,0.31,44,11.4,14.2,4.44,0.6,234,0.69,77.9,,,4.7,0.1,-27.7,-517,0.487,13,4.8,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,3/9/18,68,Kit 37,3580,-1,,,,0.089,0.009,0.004,0.003,0.002,-147,-17.9,3.9,,,,,,9,2.3,1,3.9,12.15,1.12,10.17,37.5,0.3,52,14.1,14.1,5.2,0.6,272,0.65,65.9,,,6.5,0.2,-27,-563,0.441,17,5.8,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,5/3/18,123,Kit 38,3900,-0.5,,,77.1,0.055,0.001,0,0,0,-147,-18.5,3.1,,,,0.21,105,10,2.4,0,3.4,9.25,0.85,7.43,27.1,0.26,42,9.5,10.8,3.36,0.5,210,0.55,32.9,,,3,0.17,-27,-533.4,0.47,19,4.8,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,7/18/18,199,Kit 39,14300,15,,,86.2,0.145,0.015,0.005,0.003,0.001,-154,-18.9,5.4,,,,0.2,45,7,3.2,1,4,6.4,0.85,9.49,31.8,0.36,53,4.7,14.9,3.82,0.63,207,0.75,33.6,,,163.5,2.43,-26.7,-631.5,0.372,223,-1.2,13,190.4,2.64,-26.5,217,-1.1,7,191,2.42,-26.4,242,-0.7
Arctic-GRO III,Mackenzie,9/19/18,262,Kit 40,9450,3,,,96.1,0.101,0.007,0.001,0,0,-148,-18.4,4.4,,,,0.16,44,4,2.5,1,3.2,9.64,0.94,11.8,38.9,0.34,51,7.5,18.8,5.26,0.52,259,0.78,83.6,,,42.7,0.65,-27.3,-529,0.475,81,-0.4,9,58.9,0.69,-25.8,90,0,5,32.7,0.7,-27.9,77,0.1
Arctic-GRO III,Mackenzie,11/27/18,331,Kit 41,2470,-1,,,101.7,0.096,0.008,0.003,0.002,0,-149,-18,4.9,,,,0.23,69,15,4.8,0,4.1,12.22,1.16,10.6,39.5,0.32,52,11.4,15.8,5.34,0.61,266,0.68,62.1,,,2,0.11,-27.5,-492,0.512,15,3.2,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,2/7/19,38,Kit 42,4170,0.3,,,102.9,0.08,0.005,0.001,0,0,-141,-18.2,3.8,,,,0.25,106,0,1.3,1,4.4,11.74,1.11,10.53,38.7,0.29,52,11.3,14.7,5.17,0.62,276,0.7,61.4,,,2,0.09,-27.3,-484.9,0.519,12,7.2,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,4/16/19,106,Kit 43,3940,0.8,,,101.5,0.075,0.003,0,0,0,-149,-18.2,3.7,,,,0.24,106,0,0.6,1,4.3,13.26,1.16,10.67,38.3,0.27,54,13.4,15.3,5.4,0.65,299,0.69,83,,,5.6,0.16,-27.9,-507.9,0.496,18,5.6,,,,,,,,,,,,
Arctic-GRO III,Mackenzie,6/10/19,161,Kit 44,13100,11.8,,,80.6,0.151,0.02,0.009,0.007,0.005,-150,-19.7,5.4,,,,0.24,45,1,2.4,1,3.4,6.82,0.98,9.65,33.6,0.32,50,4.8,12.9,4.25,0.59,228,0.67,65.2,,,229.7,1.61,-26.8,-618.8,0.384,242,-1.2,12,225.8,2.69,-26.7,271,-1.7,6,204.1,2.69,-26.7,216,-1.7
Arctic-GRO III,Mackenzie,9/12/19,255,Kit 45,11400,,,,97.9,0.152,0.018,0.009,0.007,0.004,-146,-18.9,5,,,,0.19,42,1,3.2,1,3.4,7.55,0.91,11.72,37.5,0.35,53,6.1,17.4,5.06,0.58,254,0.82,89.3,,,102.3,1.68,-26.9,-629.2,0.374,165,-0.8,,76.2,1.66,-26.9,187,-2.2,,105.3,1.63,-26.8,188,-1.2
Arctic-GRO IV,Mackenzie,2/11/20,42,Kit 46,3464,0.5,,,102.7,0.082,0.003,0,-0.001,-0.002,-149,-18.3,3.8,,,,0.25,118,6,,3,4,12.7,1.2,11.3,42.5,,56,12.2,15.5,5.72,0.66,297,0.77,83.6,,,4.4,0.15,-26.9,-527.2,0.477,15,5.3,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,7/6/20,188,Kit 47,23885,NA,,,81.9,0.168,0.021,0.01,0.008,0.005,-154,-19.5,5.2,,,,0.2,45,6,,3,3.5,5.34,1.03,8.72,34.4,,51,4.1,12.9,4.26,0.6,187,0.73,72.2,,,316.9,2.41,-26.9,-630.1,0.373,257,-0.3,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,7/21/20,203,Kit 48,24901,16,,,86.6,0.261,0.036,0.019,0.016,0.011,-154,-19.4,8.2,,,,0.26,41,6,,3,3.6,5.67,0.91,9.83,36.7,,56,3.6,14.7,4.94,0.6,208,0.78,78.8,,,432.8,3.37,-27,-645.2,0.358,316,-2.6,13,325.5,5.32,-26.7,492,-3.3,7,384.3,4.74,-27.1,509,-3.5
Arctic-GRO IV,Mackenzie,8/18/20,231,Kit 49,22580,15,,,92.1,0.169,0.018,0.008,0.006,0.003,-150,-18.8,5.5,,,,0.23,46,5,,2,3.7,7.18,0.93,10.5,38,,56,5.5,15.4,5.2,0.6,222,0.78,95.9,,,201.3,1.64,-27.3,-575,0.429,153,0.1,13,110.3,1.63,-27.2,165,0.9,6,128.4,1.86,-27.2,202,-0.1
Arctic-GRO IV,Mackenzie,10/7/20,281,Kit 50,14753,7,,,95.9,0.17,0.018,0.009,0.007,0.004,-147,-18.1,6,,,,0.24,40,4,,2,3.8,8.13,1.02,10.5,38.6,,53,6.7,14.3,5.29,0.56,227,0.74,78.8,,,76.6,0.79,-27.6,-521.7,0.482,102,1.5,6,53.9,0.97,-27.5,107,1.9,12,50.2,0.91,-27.4,121,1.8
Arctic-GRO IV,Mackenzie,1/14/21,14,Kit 51,6045,0.5,,,107.5,0.112,0.008,0.003,0.002,0.001,-148,-18.4,5.3,,,,0.41,117,42,,2,4.4,11.6,1.47,11.5,43.9,,56,11,15.3,5.9,0.77,274,0.81,87.4,,,10.6,0.31,-25.7,-468.5,0.536,44,5.9,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,1/28/21,28,Kit 52,5891,-0.5,,,107,0.122,0.01,0.003,0.003,0.001,-146,-18.3,5.3,,,,0.41,131,42,,2,4.5,10.7,1.29,10.8,41.4,,54,10.2,14.7,5.59,0.69,262,0.77,94,,,3.2,0.28,-25.4,-615.4,0.388,27,6.4,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,3/11/21,70,Kit 53,6018,0,,,102.9,0.13,0.011,0.005,0.004,0.002,-144,-18.1,5.6,,,,0.46,135,48,,3,4.4,11.3,1.44,10.2,40.2,,53,10.7,13.2,5.65,0.78,248,0.69,81.7,,,3.8,0.25,-25.1,-456.6,0.548,36,7.7,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,6/15/21,166,Kit 54,26540,12,,,85.6,0.222,0.029,0.015,0.012,0.008,-156,-19.7,6.8,,,,0.27,62,7,,2,4.2,6.34,1.15,8.69,33.2,,54,5.1,11.1,4.52,0.69,184,0.64,92.1,,,197.8,3.02,-26.4,-557.2,0.447,205,3.4,12,213.7,3.34,-26.4,359,1.2,6,135.2,2.46,-26.5,263,2.6
Arctic-GRO IV,Mackenzie,7/19/21,200,Kit 55,19086,18,,,84.4,0.232,0.03,0.015,0.013,0.009,-150,-19.1,6.6,,,,0.26,53,3,,2,4.2,6.69,1.01,9.17,34.9,,55,5.4,12.7,4.98,0.73,189,0.67,70.3,,,214.8,2.39,-26.7,-613.8,0.39,266,1.9,11,167.9,2.51,-26.7,327,2.2,5.5,140.3,2.43,-26.6,300,1.2
Arctic-GRO IV,Mackenzie,9/23/21,266,Kit 56,13721,10,,,93.3,0.188,0.021,0.01,0.008,0.005,-149,-18.5,6.5,,,,0.24,46,2,,2,3.9,8.31,1.09,10.5,38.6,,53,7.1,15,5.54,0.65,233,0.74,103.5,,,81.6,1.16,-27.4,-484.2,0.52,98,2.4,12,51.5,1.02,-27.4,119,2.4,6,55,0.97,-27.3,112,2.6
Arctic-GRO IV,Mackenzie,12/14/21,348,Kit 57,3031,-0.5,,,99,0.144,0.012,0.005,0.005,0.002,-145,-18,5.6,,,,0.3,112,11,,2,4.2,12,1.29,10,39.3,,51,11.5,13.8,5.59,0.64,245,0.67,101.6,,,109.3,1.75,-27.4,-521.3,0.483,178,2.8,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,2/14/22,45,Kit 58,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.7,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,4/7/22,97,Kit 59,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,7/4/22,185,Kit 60,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.2,,,,,,,,304.3,,,,,,329.6,,,,
Arctic-GRO IV,Mackenzie,9/13/22,256,Kit 61,10216,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,,,,,,,,41.4,,,,,,45.6,,,,
Arctic-GRO IV,Mackenzie,12/13/22,347,Kit 63,3333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,1/17/23,17,Kit 64,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,3/30/23,89,Kit 65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,6/28/23,179,Kit 66,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,7/17/23,198,Kit 67,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Mackenzie,9/14/23,257,Kit 68,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,7,,,,,
