Phase,River,Date,Julian Day,ID,Discharge,Temp,pH,Cond,Alk,A254,A375,A412,A420,A440,H2O-2H,H2O-18O,DOC,DOC-13C,DOC-14C,DOC-fm,TDN,NO3,NH4,TDP,PO4,SiO2,Na,K,Mg,Ca,As,Ba,Cl,SO4,Li,Rb,Sr,U,F,UTHg,UMeHg,TSS,POC,POC-13C,POC-14C,POC-fm,PON,PON-15N,Sample depth 1,TSS (1),POC (1),POC-13C (1),PON (1),PON-15N (1),Sample depth 2,TSS (2),POC (2),POC-13C (2),PON (2),PON-15N (2)
Arctic-GRO II,Lena,8/20/12,233,Kit 2,32800,15.7,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.727,,32.1,0.99,-30.5,,,116,2.6,,,,,,,,,,,,
Arctic-GRO II,Lena,10/8/12,282,Kit 3,24500,2.1,,157,52.5,0.206,0.036,0.02,0.018,0.013,-144,-18.3,6.3,-27,55,1.063,0.23,34,9,16.4,6,6,6.23,0.45,5.42,18.6,0.32,15,7.8,4,0.8,0.36,108,0.25,,5.56,,13.3,0.34,-29.2,,,40,2.6,,,,,,,,,,,,
Arctic-GRO II,Lena,12/8/12,343,Kit 4,3228,,,,72.5,0.206,0.038,0.022,0.02,0.015,-146,-19.7,6.2,-27.5,27.8,1.036,0.31,88,19,14.1,8,7.5,24.47,0.75,8.28,28.3,0.31,26,34.3,7.7,2.15,0.76,234,0.49,,2.766,,2.1,0.11,-30.3,-507.3,0.497,11,2.4,,,,,,,,,,,,
Arctic-GRO II,Lena,1/5/13,5,Kit 5,4780,,,,66.8,0.301,0.054,0.032,0.028,0.022,-156,-20.6,8.8,-28.1,60.6,1.069,0.45,132,19,16.5,11,7.5,23.35,0.76,8.01,26.1,0.28,23,32.5,7.9,2.64,0.68,229,0.38,,3.026,,2.1,0.12,-32.3,-477.4,0.527,12,5.1,,,,,,,,,,,,
Arctic-GRO II,Lena,3/31/13,90,Kit 6,2520,0,,851,81.3,0.163,0.029,0.017,0.015,0.012,-169,-21,4.8,-28.2,54.5,1.062,0.32,156,17,13.3,5,7.9,37.71,0.67,8.48,35.3,0.71,38,52.6,9.8,2.84,0.6,332,0.54,,7.551,,15.1,0.1,-34,-545.1,0.458,11,4.4,,,,,,,,,,,,
Arctic-GRO II,Lena,5/31/13,151,Kit 7,155000,5.3,,106,29,0.573,0.114,0.065,0.058,0.043,-193,-24.1,13.8,,,,0.41,10,16,18.5,3,2.7,1.09,0.49,3.06,10,0.31,11,0.8,1.1,0.97,0.36,53,0.13,,13.64,,53.4,1.4,-26.9,,,128,2.7,,,,,,,,,,,,
Arctic-GRO II,Lena,7/30/13,211,Kit 8,41000,19.9,,267,43.7,0.302,0.053,0.03,0.026,0.02,-141,-18.6,11.2,,,,0.24,6,25,16.1,4,4.4,10.68,0.63,4.29,17,0.5,15,15.6,3.8,2.49,0.67,129,0.19,,12.557,,51,1.46,-28.9,-261.9,0.744,173,3.1,6,23.3,0.98,-27,84,2.9,,,,,,
Arctic-GRO II,Lena,9/20/13,263,Kit 9,26000,7.4,,123,61.1,0.175,0.031,0.018,0.016,0.013,-135,-18.2,6.9,,,,0.28,88,5,17.8,3,5.5,2.59,0.44,6.34,24.8,0.33,17,2,7.8,1.09,0.29,153,0.23,,8.691,,25.5,0.68,-27.1,,,75,3,7,23.5,1.01,-27.8,79,2.9,,,,,,
Arctic-GRO II,Lena,11/16/13,320,Kit 10,3610,,,,73.3,0.215,0.035,0.019,0.017,0.013,-140,-19.1,8.7,,,,0.27,70,22,17,2,7.3,24.41,0.75,8.81,28.6,0.62,24,32.3,7.5,2.18,0.67,236,0.56,,3.6,,1.7,0.16,-32.6,-380.4,0.624,15,1.4,,,,,,,,,,,,
Arctic-GRO II,Lena,2/15/14,46,Kit 11,3910,,,,78.9,0.239,0.042,0.024,0.022,0.017,-154,-20.7,9.1,,,,0.46,182,22,18,3,7.3,38.01,0.88,9.68,32,0.72,29,53.8,10.3,3.61,0.76,309,0.48,,2.57,,2,0.14,-33.1,-351.4,0.654,14,5.4,,,,,,,,,,,,
Arctic-GRO II,Lena,4/11/14,101,Kit 12,2450,-0.1,,459,66.9,0.168,0.028,0.016,0.014,0.01,-152,-20.7,6.6,,,,0.45,214,31,19.6,3,6.7,51.59,0.93,10.83,37.5,0.99,36,75.2,12.7,4.36,0.8,373,0.58,,2.172,,3.4,0.23,-31.3,-363,0.642,18,4.7,,,,,,,,,,,,
Arctic-GRO II,Lena,6/4/14,155,Kit 13,77700,11.7,,103,36.1,0.655,0.124,0.07,0.062,0.046,-177,-23.8,23.5,,,,0.58,7,12,27.6,4,3.3,5.76,1.16,4.23,15.3,0.52,16,7.6,1.9,2.71,0.83,108,0.16,,13.184,,29.9,0.86,-28.9,-204.2,0.802,92,3.2,6,37.5,1.94,-28.6,195,3,,,,,,
Arctic-GRO II,Lena,8/27/14,239,Kit 14,27500,16.4,,275,36.1,0.166,0.03,0.017,0.015,0.012,-139,-18.7,6,,,,0.2,55,32,18.9,3,4.7,2.53,0.48,3.77,16,0.1,14,1.7,6,1.75,0.28,141,0.07,,9.254,,14.9,0.68,-28.9,-338.8,0.666,75,3.4,5,57.5,0.79,-28.7,73,4,,,,,,
Arctic-GRO II,Lena,10/30/14,303,Kit 15,4760,,,,61.7,0.128,0.018,0.01,0.009,0.006,-140,-18.8,5.9,,,,0.33,60,13,10.3,2,6.3,16,0.63,6.22,23,0.19,19,22.5,6.1,1.42,0.57,174,0.58,,1.686,,0.7,0.15,-30.7,-442.8,0.562,19,1.6,,,,,,,,,,,,
Arctic-GRO II,Lena,12/2/14,336,Kit 16,3120,,,,78.9,0.142,0.021,0.012,0.011,0.008,-148,-19.7,4.3,,,,0.19,88,15,1.6,2,6.8,23.4,0.72,8.4,30.2,0.2,27,32.3,8,2.03,0.72,237,0.66,,2.232,,1,0.09,-29.8,-597.8,0.405,9,0,,,,,,,,,,,,
Arctic-GRO II,Lena,1/6/15,6,Kit 17,3797,,,,67.9,0.312,0.05,0.027,0.024,0.018,-162,-21.1,8.7,,,,0.34,126,20,4.3,3,6.8,23.7,0.73,7.52,25.9,0.24,23,32.8,7.2,2.4,0.65,217,0.53,,2.379,,2,0.12,-32.9,-372.2,0.633,14,4.4,,,,,,,,,,,,
Arctic-GRO II,Lena,3/25/15,84,Kit 18,2076,,,,87,0.183,0.029,0.018,0.017,0.014,-166,-21.5,5.2,,,,0.3,189,13,5.7,3,6.8,43.6,0.88,10.2,35.3,0.17,32,63,11.2,3.52,0.8,316,0.65,,2.027,,0.7,0.09,-34.6,-520.5,0.483,11,4.4,,,,,,,,,,,,
Arctic-GRO II,Lena,5/2/15,122,Kit 19,2661,-0.1,,465,90.7,0.175,0.03,0.018,0.016,0.012,-164,-21.5,4.8,,,,0.32,191,14,3.9,3,6.1,52.8,0.95,11.3,38.9,0.18,35,74.4,12.6,4.03,0.84,360,0.7,,2.51,,2.1,0.25,-30.1,-473.4,0.531,18,4.8,,,,,,,,,,,,
Arctic-GRO II,Lena,7/9/15,190,Kit 20,48600,19.6,,112,36.2,0.316,0.046,0.025,0.022,0.016,-166,-21.8,8.2,,,,0.22,3,4,6.4,4,4.3,7.65,0.63,3.39,13.1,0.29,13,10.1,2.9,1.84,0.61,87,0.27,,13.021,,24.8,0.9,-30.3,-286.1,0.72,114,2.5,6,42.9,0.7,-30.9,89,2.9,,,,,,
Arctic-GRO II,Lena,9/23/15,266,Kit 21,15400,5,,272,69,0.236,0.033,0.018,0.016,0.012,-143,-18.9,7,,,,0.19,2,4,5.4,2,5.4,19.1,0.66,6.59,25.5,0.32,20,26.6,5.3,1.98,0.57,183,0.55,,8.247,,16.9,0.83,-31.6,-246.8,0.759,119,3.9,3,5.8,0.95,-31.7,74,7.4,2,11.5,1.16,-31.4,24,3.3
Arctic-GRO II,Lena,11/27/15,331,Kit 22,3312,,,,75,0.101,0.017,0.011,0.01,0.009,-149,-20.5,3.2,,,,0.27,81,10,3.7,6,5.8,21.5,0.72,7.92,27.1,0.22,29,31.6,8.6,2.62,0.57,249,0.48,,7.18,,1.6,0.11,-29.2,-574.2,0.429,12,-0.1,,,,,,,,,,,,
Arctic-GRO II,Lena,2/29/16,60,Kit 23,2690,,,,86.1,0.216,0.037,0.022,0.02,0.015,-172,-22.4,5.9,,,,0.3,173,24,3.3,11,6.7,44.4,0.88,10.4,32.8,0.23,32,67.5,11.4,3.5,0.82,324,0.55,,10.35,,1.7,0.21,-30.2,-473.2,0.531,19,3.7,,,,,,,,,,,,
Arctic-GRO II,Lena,4/1/16,92,Kit 24,2000,0.1,,,88.9,0.209,0.034,0.019,0.017,0.013,-167,-22.4,5.4,,,,0.33,182,24,3.4,10,6.8,49.6,0.91,11,34.6,0.21,37,76.2,12.3,3.79,0.82,344,0.59,,6.87,,2.1,0.15,-31.7,-436.5,0.568,14,3.1,,,,,,,,,,,,
Arctic-GRO II,Lena,6/29/16,181,Kit 25,61500,18.2,,270,40.3,0.284,0.041,0.022,0.019,0.014,-167,-21.2,7.6,,,,0.19,0,8,5,10,4.1,12,0.64,3.84,14.6,0.31,15,17.5,3.9,1.88,0.62,112,0.21,,3.33,,16.6,0.61,-31,-302,0.704,68,2.1,6,19.4,0.75,-30.4,101,2.3,3,15.7,0.81,-30.2,86,2.1
Arctic-GRO II,Lena,8/2/16,215,Kit 26,42100,15.5,,,40.2,0.268,0.04,0.021,0.019,0.013,-160,-21.1,7.1,,,,0.23,0,10,4.3,8,4.1,13,0.62,3.95,14.6,0.32,15,18.9,4.2,1.86,0.62,116,0.22,,21.12,,26,0.71,-30.2,-301,0.705,99,2.4,5,14.6,0.97,-29.6,96,2.8,2,23.1,0.78,-29.8,88,2.1
Arctic-GRO II,Lena,10/27/16,301,Kit 27,5430,,,,58.3,0.257,0.042,0.024,0.022,0.017,-148,-19.6,6.6,,,,0.23,52,10,1.9,8,6.1,16.8,0.64,6.12,20.3,0.25,21,24.8,5.9,1.38,0.6,172,0.49,,5.09,,0.6,0.17,-30.4,-380.7,0.624,24,0.7,,,,,,,,,,,,
Arctic-GRO II,Lena,12/6/16,341,Kit 28,4930,,,,83.9,0.168,0.028,0.017,0.016,0.013,-159,-20.5,4.6,,,,0.18,98,8,2.2,8,6.2,19.9,0.68,8.92,27,0.23,30,43.7,7.2,1.96,0.7,221,0.57,,2.18,,2.4,0.09,-30.1,-470.5,0.534,11,-0.5,,,,,,,,,,,,
Arctic-GRO III,Lena,2/27/17,58,Kit 30,2720,0,,,97,0.175,0.025,0.013,0.011,0.007,-162,-21,5.8,,,,0.35,180,28,6.2,2,7.1,53,0.95,11.8,37,,37,72.9,12.6,3.95,0.94,357,0.56,,3.88,,2.6,0.15,-30.1,-406.7,0.598,13,2.8,,,,,,,,,,,,
Arctic-GRO III,Lena,4/1/17,91,Kit 31,2260,1,,,94.3,0.163,0.024,0.012,0.01,0.007,-162,-21.1,5.8,,,,0.47,191,33,7.6,2,5.9,52.7,0.94,11.7,36.4,,36,72.3,12.4,3.91,0.9,353,0.55,,5.75,,1.7,0.14,-31,-462.8,0.542,13,2.9,,,,,,,,,,,,
Arctic-GRO III,Lena,6/29/17,180,Kit 32,62360,13,,,44.7,0.211,0.03,0.015,0.013,0.009,-154,-19.9,6.6,,,,0.21,4,10,4.9,2,3.8,14.3,0.74,4.35,16.3,,15,19.3,4.7,2,0.71,128,0.19,,14.26,,41,0.76,-30.1,-269.6,0.736,106,3.3,7,26.7,1.01,-32.3,168,3.4,3,23.2,1.11,-30.2,154,3.4
Arctic-GRO III,Lena,8/2/17,214,Kit 33,36800,12,,,47,0.128,0.018,0.009,0.007,0.005,-154,-19.9,4.4,,,,0.28,3,13,4.7,1,4.2,6.32,0.55,4.52,16.3,,14,7.4,4.4,1.5,0.46,127,0.17,,7.65,,7.6,0.52,-31.2,-397.1,0.608,82,3.3,6,0.8,0.53,-30.2,111,3.6,3,1.4,0.64,-30,111,3.6
Arctic-GRO III,Lena,10/28/17,301,Kit 34,11300,0,,,52.9,0.263,0.044,0.023,0.02,0.015,-139,-18.1,8,,,,0.23,48,24,6.4,2,7,13,0.59,5.29,18.1,,14,16.8,4.8,1.3,0.56,143,0.32,,3.97,,1.1,0.15,-31.4,-437.8,0.567,20,2.6,,,,,,,,,,,,
Arctic-GRO III,Lena,12/5/17,339,Kit 35,4430,0,,,69.1,0.337,0.051,0.026,0.022,0.015,-153,-19.8,10.1,,,,0.34,90,14,5.5,2,6.1,18.9,0.71,7.12,23.2,,20,24.7,5.7,1.98,0.79,189,0.35,,6.04,,1,0.12,-35.9,-451.7,0.553,17,0.6,,,,,,,,,,,,
Arctic-GRO III,Lena,1/3/18,3,Kit 36,4260,0,,,64.1,0.34,0.055,0.029,0.025,0.017,-161,-20.3,9.9,,,,0.4,99,24,5.8,2,7,4.19,0.16,1.81,17.3,0.14,18,4.6,1.3,0.77,0.16,121,0.12,70.3,,,0.3,0.09,-32.4,-365.2,0.64,13,4.2,,,,,,,,,,,,
Arctic-GRO III,Lena,3/8/18,67,Kit 37,2470,0.1,,,80.2,0.225,0.034,0.018,0.015,0.01,-163,-20.8,7.3,,,,0.37,154,24,5.6,2,7.7,38.01,0.91,10.37,31.3,0.2,28,57.5,10.8,3.39,0.83,293,0.45,103.9,,,1.5,0.13,-31.6,-344.4,0.661,14,4.7,,,,,,,,,,,,
Arctic-GRO III,Lena,5/1/18,121,Kit 38,1870,0.2,,,80.1,0.203,0.033,0.018,0.015,0.01,-165,-20.9,6.6,,,,0.29,133,20,6.9,2,7.6,38.1,0.88,10.26,30.5,0.21,28,56.7,10.6,3.32,0.8,290,0.44,102,,,0.8,0.15,-31.5,-355.7,0.65,13,4.3,,,,,,,,,,,,
Arctic-GRO III,Lena,7/18/18,199,Kit 39,42900,15,,,40.8,0.199,0.029,0.015,0.013,0.008,-159,-20.3,6.4,,,,0.17,BD,BD,3.2,2,4.5,11.97,0.67,4.11,14.9,0.33,13,15.1,3.9,2.01,0.62,115,0.16,98.2,,,20.4,1.07,-31.6,-259.7,0.747,153,2.4,7,21.5,1.46,-30.4,165,1.8,3,22.3,1.24,-30.7,157,1.7
Arctic-GRO III,Lena,9/29/18,272,Kit 40,44000,7,,,57.8,0.268,0.041,0.021,0.018,0.012,-139,-17.5,8.7,,,,0.21,3,3,3.8,1,5.9,12.67,0.62,5.46,19.2,0.27,14,16.2,4.4,1.74,0.47,145,0.31,79.8,,,11,0.54,-31.6,-260.3,0.746,72,3.6,7,8.2,0.69,-30.6,93,3.8,4,8.4,0.67,-30.5,91,3.2
Arctic-GRO III,Lena,11/28/18,332,Kit 41,3640,-0.5,,,74.1,0.265,0.041,0.021,0.017,0.011,-148,-18.8,7.8,,,,0.29,57,25,5.4,1,7.8,20.42,0.78,8.03,26.6,0.25,22,30.5,7.1,2.15,0.76,224,0.49,105.1,,,0,0.16,-35,-356,0.649,21,1.1,,,,,,,,,,,,
Arctic-GRO III,Lena,2/17/19,48,Kit 42,6010,0.5,,,73.9,0.297,0.048,0.025,0.022,0.015,-165,-21.1,7.9,,,,0.34,141,5,7.3,3,7.9,31.72,0.82,8.87,27.6,0.22,25,49.2,9.4,3.04,0.81,254,0.4,92.5,,,1.2,0.13,-31.7,-395.8,0.609,16,4.9,,,,,,,,,,,,
Arctic-GRO III,Lena,4/2/19,92,Kit 43,3660,0,,,80.7,0.227,0.033,0.017,0.015,0.01,-165,-21.1,6.8,,,,0.33,141,7,8.7,3,7.7,39.9,0.86,10.33,30.8,0.22,29,61.9,11,3.4,0.8,295,0.45,98.2,,,1.9,0.15,-31.2,-350.7,0.655,16,6.3,,,,,,,,,,,,
Arctic-GRO III,Lena,6/9/19,160,Kit 44,62800,12,,,39.2,0.73,0.126,0.068,0.06,0.044,-183,-23.3,19.1,,,,0.51,6,1,15.4,4,4,4.08,1.02,4.22,13.4,0.34,13,4.6,1.7,1.77,0.72,94,0.11,44.3,,,33,0.89,-28.1,-234.8,0.772,118,2.9,5,12.7,1.29,-27.6,164,0.9,11,16.2,1.47,-27.6,176,1.2
Arctic-GRO III,Lena,8/2/19,214,Kit 45,22300,15,,,40.3,0.388,0.062,0.032,0.028,0.021,-166,-21.1,11,,,,0.26,3,1,9.9,4,4.4,5.03,0.61,3.79,13.4,0.36,10,5.1,1.8,1.65,0.53,81,0.12,59.5,,,45.2,0.7,-30.1,-315.5,0.69,118,1.9,4,36,1.25,-28.8,184,1.5,9,15.6,1.34,-28.8,158,1.9
Arctic-GRO IV,Lena,2/10/20,41,Kit 46,4280,0,,,90,0.169,0.024,0.012,0.01,0.007,-159,-20.9,5.1,,,,0.3,178,15,,3.7,7.7,43.6,0.9,10.8,34.8,,33,56.5,11.7,3.55,0.87,322,0.51,119.7,,,2.6,0.11,-30.2,-262.9,0.743,12,4.9,,,,,,,,,,,,
Arctic-GRO IV,Lena,4/2/20,93,Kit 47,2390,0,,,87.1,0.183,0.026,0.014,0.012,0.008,-159,-20.9,5.2,,,,0.31,167,18,,4.1,6.7,43.8,0.88,10.6,33.8,,33,56.5,11.7,3.5,0.89,319,0.49,114.9,,,3.2,0.13,-29.9,-333.5,0.672,13,3.9,,,,,,,,,,,,
Arctic-GRO IV,Lena,6/30/20,182,Kit 48,43400,17,,,37.2,0.539,0.078,0.041,0.036,0.025,-158,-20.6,14.8,,,,0.41,3,4,,4.5,4.5,5.8,0.64,3.7,13.5,,12,5.6,2.2,1.7,0.57,90,0.11,56.1,,,18,0.88,-31.8,-225.6,0.781,88,2.8,7,14.8,1.07,-31.4,126,3,4,13.3,1.17,-31.6,152,3.6
Arctic-GRO IV,Lena,8/30/20,243,Kit 49,27500,11,,,40.6,0.356,0.056,0.031,0.027,0.019,-129,-17.1,9.2,,,,0.24,5,4,,3.6,5.7,10.9,0.62,4.03,14.7,,13,12.7,3.5,1.54,0.63,124,0.24,81.7,,,13.2,0.6,-31.4,-249.5,0.757,87,3.4,6,7.6,0.73,-30.2,122,2.9,3,4,0.77,-30.1,123,2.6
Arctic-GRO IV,Lena,10/30/20,304,Kit 50,6150,0,,,60.5,0.245,0.036,0.019,0.016,0.011,-135,-18.2,7,,,,0.24,41,10,,3,7,16.4,0.69,6.27,22.2,,19,20.1,6.4,1.55,0.66,199,0.44,101.6,,,2.4,0.22,-30.1,-306.7,0.699,22,2.6,,,,,,,,,,,,
Arctic-GRO IV,Lena,12/2/20,337,Kit 51,3330,0,,,69.2,0.366,0.055,0.03,0.026,0.019,-150,-19.5,10.7,,,,0.37,65,24,,3.4,6.9,18.1,0.73,7.22,24.7,,19,22.2,5.8,2.21,0.78,208,0.35,74.1,,,1.5,0.13,-34.4,-288.9,0.717,16,0.5,,,,,,,,,,,,
Arctic-GRO IV,Lena,1/31/21,31,Kit 52,3850,-0.1,,,26.6,0.318,0.046,0.024,0.021,0.015,-157,-21.2,8.6,,,,0.37,159,11,,3.9,7.6,34.2,0.89,8.96,30,,29,48.3,10.6,3.28,0.79,297,0.46,102.6,,,2.1,0.16,-30.6,-395.6,0.61,18,4.5,,,,,,,,,,,,
Arctic-GRO IV,Lena,3/16/21,75,Kit 53,3180,-0.5,,,70.6,0.279,0.042,0.023,0.021,0.015,-160,-21.2,7.5,,,,0.38,188,11,,4,7.4,37,0.87,9.39,23.4,,22,53,10.9,3.45,0.82,265,0.43,99.7,,,2,0.16,-31.6,-479.2,0.525,15,5.4,,,,,,,,,,,,
Arctic-GRO IV,Lena,5/1/21,121,Kit 54,2620,0.1,,,82,0.258,0.039,0.021,0.019,0.013,-152,-21.1,7,,,,0.36,195,9,,4,7,28.9,0.6,6.7,21.6,,24,42.2,8.2,2.36,0.57,230,0.36,99.7,,,1.3,0.13,-32.4,-401,0.604,21,5.2,,,,,,,,,,,,
Arctic-GRO IV,Lena,7/19/21,200,Kit 55,33700,17,,,37.1,0.296,0.045,0.024,0.022,0.015,-154,-20.1,8,,,,0.22,2,1,,2.6,4,1.29,0.11,0.87,5.9,,8,1.5,0.6,0.35,0.11,46,0.07,62.7,,,15.8,0.82,-31.4,-301.6,0.704,90,1.8,8,14.1,1.04,-30.6,130,2.9,4,4.6,0.7,-32,118,2.7
Arctic-GRO IV,Lena,9/30/21,273,Kit 56,26800,6,,,31.3,0.283,0.042,0.023,0.02,0.015,-131,-17.4,7.6,,,,0.26,55,14,,3.2,6.7,4.91,0.27,2.34,11.6,,11,6.8,2.6,0.59,0.24,90,0.21,68.4,,,2.9,0.18,-28.2,-402.9,0.602,18,2.1,6,2,0.21,-27.6,14,1.9,3,2.9,0.21,-27.7,79,4.1
Arctic-GRO IV,Lena,11/25/21,329,Kit 57,5110,0.5,,,28.8,0.244,0.033,0.017,0.015,0.011,-142,-18.3,7.2,,,,0.28,77,20,,3.7,7.7,13.9,0.54,5.12,19.6,,20,19,5.4,1.29,0.56,172,0.44,101.6,,,1.3,0.12,-33.5,-389.8,0.615,14,-0.1,,,,,,,,,,,,
Arctic-GRO IV,Lena,2/2/22,33,Kit 58,5190,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,4/6/22,96,Kit 59,3160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,6/30/22,181,Kit 60,49800,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,8/25/22,237,Kit 61,45000,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,10/29/22,302,Kit 62,8250,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,12/2/22,336,Kit 63,3120,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,1/30/23,30,Kit 64,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,3/12/23,71,Kit 65,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,5/2/23,122,Kit 66,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arctic-GRO IV,Lena,7/28/23,209,Kit 67,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTNERS,Kolyma,8/26/03,238,,2340,11.1,7.7,,30.7,,,,,,-165,-21.2,2.9,-27.5,-18.9,,0.11,1,0,5.8,,4.9,1.8,0.55,2.6,11.8,0.67,9,,,0.42,0.24,67,0.05,,,,13.3,0.4,-33,,,57,2.5,,,,,,,,,,,,
PARTNERS,Kolyma,6/11/04,163,,19300,10.9,6.7,,16.7,,,,,,-185,-23.9,10.3,-27.3,86.8,,0.3,39,0,14.7,,3.9,1.2,0.86,1.8,8.7,0.62,9,0.6,2.1,0.33,0.3,44,0.05,,,,162.7,1.03,-26.5,-370,0.634,249,4.5,,,,,,,,,,,,
PARTNERS,Kolyma,6/15/04,167,,16300,11.8,7.4,,18.4,,,,,,-183,-23.7,9.1,-30,-3.9,,0.23,31,53,14.4,,4.1,1.1,0.76,1.9,9.6,0.56,9,0.3,2,0.34,0.24,47,0.05,,,,82.5,1.08,-28.1,,,315,3.8,,,,,,,,,,,,
PARTNERS,Kolyma,6/25/04,177,,12600,12.3,7.2,,14.7,,,,,,-177,-22.8,6.4,-27.4,44.8,,0.2,50,0,9.4,,4.4,1.3,0.68,1.9,9.3,0.46,8,0.3,2.5,0.37,0.2,41,0.03,,,,68.1,0.71,-29.7,-375,0.629,158,4.4,,,,,,,,,,,,
PARTNERS,Kolyma,7/15/04,197,,8040,7.1,7.1,,15.9,,,,,,-169,-21.7,5.9,-27.4,55.4,,0.2,45,34,8.8,,5.6,1.5,0.57,2.1,10,0.64,8,0.3,3.2,0.41,0.19,46,0.03,,,,38.6,0.51,-29.9,-411,0.593,127,3.8,,,,,,,,,,,,
PARTNERS,Kolyma,8/10/04,223,,5970,12.4,7.9,,22.8,,,,,,-166,-21.3,3.9,-26.7,-5.1,,0.16,42,9,7.5,,5.8,1.6,0.52,2.4,11.6,0.5,8,0.3,3.7,0.4,0.19,58,0.04,,,,30.3,0.46,-29.7,-413,0.591,139,3.5,,,,,,,,,,,,
PARTNERS,Kolyma,8/25/04,238,,7290,12.6,7.5,,23,,,,,,-165,-21.2,4.4,-27,19.1,,0.17,50,0,7.5,,6.1,1.5,0.51,2.3,11.2,0.52,8,0.2,3.9,0.4,0.2,58,0.04,,,,37.4,0.61,-28.8,-417,0.587,158,4,,,,,,,,,,,,
PARTNERS,Kolyma,9/23/04,267,,6950,7,7.8,,38.6,,,,,,-164,-20.9,3.9,-27.3,8.5,,0.15,32,11,6.8,,6.1,1.7,0.44,3.1,14.3,0.4,9,0.2,4.6,0.4,0.16,71,0.06,,,,37.1,0.66,-29.5,-437,0.567,162,4,,,,,,,,,,,,
PARTNERS,Kolyma,4/22/05,112,,353,0.1,6,,25.8,,,,,,-171,-22.7,3.2,-27.2,20.4,,0.18,140,0,4.5,,8,2.1,0.56,3,13.2,,,0.5,5.8,,,,,,,,,0.57,-34.6,-635,0.367,88,6.8,,,,,,,,,,,,
PARTNERS,Kolyma,6/30/05,181,,7510,14.5,7.4,,22,,,,,,-167,-21.9,5.7,-26.1,-12.7,,0.25,31,11,5.1,,5.5,1.6,0.56,2.5,12.3,,,0.3,3.2,,,,,,,,37.5,0.63,-30.5,-397,0.607,141,5,,,,,,,,,,,,
PARTNERS,Kolyma,7/19/05,200,,4890,13.2,7.7,,27.1,,,,,,-167,-21.7,4.4,-26.9,12.3,,0.18,66,14,6.8,,5.9,1.8,0.54,2.5,11.2,,,0.2,3.9,,,,,,,,12,1.46,-27.4,-423,0.581,310,4.5,,,,,,,,,,,,
PARTNERS,Kolyma,8/14/05,226,,6540,13.7,7.5,,26.6,,,,,,-164,-21.3,6.2,-27.3,49.9,,0.17,31,8,7.1,,4.9,1.4,0.41,2.7,13.3,,,0.1,3.1,,,,,,,,55.3,1.27,-27.3,-574,0.429,280,5.2,,,,,,,,,,,,
PARTNERS,Kolyma,8/27/05,239,,8680,12.8,7.7,,42.1,,,,,,-162,-21.1,8.1,-27.5,73.5,,0.19,39,12,8.8,,5.2,1.6,0.52,1.9,9.5,,,0.2,2.5,,,,,,,,55.3,,-28.4,-526,0.477,,6.2,,,,,,,,,,,,
PARTNERS,Kolyma,9/12/05,255,,5860,8.9,7.4,,27.4,,,,,,-162,-20.7,5.5,-27.3,40.5,,0.21,48,0,11.4,,6.4,1.8,0.51,2.7,14.4,,,0.2,4.4,,,,,,,,20,0.57,-28.4,-497,0.506,113,3.7,,,,,,,,,,,,
PARTNERS,Kolyma,9/29/05,272,,2940,4.1,7.5,,27.8,,,,,,-161,-20.6,6.6,-24.2,-14.6,,0.21,36,0,8.1,,6.3,1.9,0.45,3,12.2,,,0.2,4.4,,,,,,,,10,0.45,-29.9,-493,0.511,88,3.8,,,,,,,,,,,,
PARTNERS,Kolyma,7/24/06,205,,4890,12.1,6.9,,23.2,,,,,,-166,-21.4,8.7,,,,0.16,141,0,7.1,,5.2,1.6,0.5,2.5,11.4,,,0.3,3.2,,,,,,,,11.1,0.37,-31.8,-391,0.606,52,3.2,,,,,,,,,,,,
